,AXP,AMGN,AAPL,BA,CAT,CSCO,CVX,GS,HD,HON,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,CRM,VZ,V,WBA,WMT,DIS,DOW
0,125.85,240.1,75.0875,333.32,150.53,48.42,121.43,234.32,219.66,180.79,129.46462715105162,60.84,145.97,54.99,141.09,200.79,180.0,87.82442748091603,160.62,102.2,123.41,137.51,292.5,166.99,61.05,191.12,59.08,118.94,148.2,53.75
1,124.6,238.47,74.3575,332.76,148.44,47.63,121.01,231.58,218.93,178.86,128.4321223709369,60.1,144.28,54.69,138.34,200.08,178.45,87.07061068702289,158.62,101.92,122.58,137.02,289.54,166.17,60.4,189.6,59.08,117.89,146.5,52.42
2,124.06,240.3,74.95,333.74,148.34,47.8,120.6,233.95,219.96,177.51,128.20267686424472,59.93,144.1,54.67,138.23,202.33,178.62,87.44274809160305,159.03,101.83,122.75,137.17,291.55,173.45,60.27,189.19,59.59,117.65,145.65,52.21
3,123.41,238.04,74.5975,337.28,146.38,47.49,119.06,235.49,218.52,177.61,128.2887189292543,58.93,144.98,54.25,135.88,202.63,177.9,85.1145038167939,157.58,101.78,121.99,135.16,289.79,176.0,59.6,188.69,59.29,116.56,145.7,52.19
4,125.54,238.22,75.7975,331.37,147.68,47.52,117.7,237.76,221.79,177.76,129.35946462715106,58.97,144.96,54.35,136.94,205.91,180.63,84.54198473282442,160.09,101.55,122.51,136.61,295.9,177.33,59.71,191.92,55.83,116.16,145.4,52.73
5,127.81,238.93,77.4075,336.34,147.31,47.32,117.51,242.6,225.19,179.07,130.7265774378585,59.3,145.39,55.34,137.44,208.35,181.2,85.28625954198472,162.09,101.48,123.85,137.62,294.22,179.6,58.85,193.25,54.68,117.36,144.83,52.19
6,127.28,238.26,77.5825,329.92,146.13,47.13,116.44,242.11,224.22,178.68,130.67877629063096,58.94,145.06,55.53,136.07,207.27,180.47,85.4293893129771,161.34,100.9,123.97,135.51,295.13,180.2,58.99,193.77,54.22,116.38,144.62,51.5
7,128.54,236.92,79.24,330.22,146.82,47.97,116.66,245.21,223.34,181.27,130.5927342256214,59.59,145.7,56.13,137.2,206.51,180.92,85.41030534351145,163.28,102.16,124.88,136.26,285.85,183.85,59.15,195.33,54.06,115.88,143.88,52.35
8,128.8,240.0,78.17,332.35,146.68,47.79,116.3,245.66,222.81,180.45,129.8470363288719,59.43,146.52,56.0,138.8,207.32,181.37,85.81106870229009,162.13,102.92,124.69,136.65,288.24,182.12,59.04,196.05,54.62,116.18,145.2,52.24
9,129.82,241.7,77.835,329.8,145.57,48.01,116.13,245.21,224.59,180.73,130.61185468451242,58.94,147.01,56.7,136.72,209.77,179.78,87.3473282442748,163.18,102.79,125.96,137.57,296.41,181.06,59.1,199.8,54.43,115.28,144.32,52.27
10,130.55,240.5,78.81,332.0,147.87,49.05,116.89,249.72,228.82,182.26,131.91204588910134,59.66,148.2,56.82,137.25,210.85,181.01,87.00381679389314,166.17,103.37,126.07,138.85,300.74,182.69,59.67,200.95,54.42,115.9,145.12,52.48
11,131.52,241.49,79.6825,324.15,147.78,49.02,115.58,249.46,231.91,183.23,132.22753346080304,59.6,149.17,56.94,138.2,211.98,181.35,86.80343511450381,167.1,104.53,126.41,140.73,298.47,182.23,60.13,204.7,54.41,114.96,144.33,53.34
12,130.53,237.6,79.1425,313.37,145.85,48.8,113.31,245.7,232.95,180.93,133.04971319311662,60.55,149.27,57.17,136.84,211.16,179.39,85.84923664122137,166.5,104.58,126.09,140.91,300.53,185.27,60.32,207.29,53.87,115.59,143.56,52.6
13,131.49,236.75,79.425,309.0,142.63,49.07,112.9,247.05,232.9,180.05,137.56214149139578,62.73,148.25,57.61,136.68,211.44,178.03,85.54389312977099,165.7,104.49,126.31,141.34,300.59,182.75,60.48,207.9,53.42,116.1,144.01,50.87
14,131.37,235.04,79.8075,317.79,142.75,49.0,113.1,245.58,233.65,179.58,136.5869980879541,63.32,148.53,57.83,136.54,213.42,177.74,84.50381679389312,166.72,103.02,124.99,134.19,299.46,183.98,60.51,206.52,53.3,115.81,142.2,50.25
15,135.11,225.59,79.5775,323.05,140.38,48.85,111.85,241.92,232.0,177.13,134.37858508604205,68.47,148.32,57.68,133.15,211.24,178.15,82.04198473282443,165.04,102.03,125.14,134.78,292.81,182.11,60.28,205.0,52.04,114.37,140.08,48.49
16,130.64,222.95,77.2375,316.6,135.73,47.47,110.39,238.14,231.19,173.54,132.52390057361376,65.69,148.75,57.48,132.03,209.34,175.63,82.15648854961832,162.28,100.24,125.69,133.73,284.09,180.71,59.91,201.69,52.23,115.86,135.9,47.18
17,132.45,224.84,79.4225,316.56,136.74,47.77,111.12,242.58,233.86,175.46,133.4130019120459,67.31,149.5,57.01,134.43,210.39,165.58,82.29961832061069,165.46,100.41,126.03,134.39,285.87,182.85,60.7,202.85,52.78,116.6,138.37,47.16
18,131.68,227.15,81.085,322.02,135.78,47.05,110.37,240.12,234.02,175.67,131.63479923518165,66.33,150.54,57.01,134.23,214.44,162.0,83.2442748091603,168.04,99.84,125.06,133.27,282.9,181.77,59.53,204.86,52.28,115.89,136.06,49.67
19,133.22,226.15,80.9675,323.3,135.37,47.24,111.4,244.13,232.79,178.34,130.75525812619503,66.47,150.36,58.86,135.89,216.18,162.51,82.5381679389313,172.78,98.19,125.95,134.2,280.98,185.67,59.36,208.21,51.95,116.58,137.81,48.47
20,129.87,216.05,77.3775,318.27,131.35,45.97,107.14,237.75,228.1,173.22,137.40917782026767,63.93,148.87,58.4,132.36,213.97,158.66,81.5267175572519,170.23,96.3,124.62,131.62,272.45,182.31,59.44,198.97,50.85,114.49,138.31,46.07
21,131.0,216.88,77.165,316.0,129.77,46.53,106.28,239.01,231.54,171.32,139.8374760994264,64.42,150.17,58.58,133.37,215.18,156.59,83.33969465648855,174.38,99.27,125.11,133.61,274.02,185.42,58.05,200.81,50.95,114.27,141.32,46.74
22,131.85,221.81,79.7125,317.94,133.51,47.62,106.85,241.94,235.0,175.21,142.55258126195028,65.46,151.6,58.84,135.29,214.62,157.24,84.31297709923663,180.12,101.38,125.66,132.58,280.84,188.34,58.29,203.56,52.34,115.27,144.73,48.05
23,133.6,231.94,80.3625,329.55,137.44,48.45,110.28,244.3,238.11,176.9,149.45506692160612,67.34,153.99,58.85,137.59,214.37,162.33,81.89885496183206,179.9,100.54,126.81,136.78,295.73,185.49,59.13,202.81,52.98,116.81,141.37,49.61
24,133.25,231.45,81.3025,341.43,137.25,48.69,109.49,241.82,238.84,176.35,149.8661567877629,67.09,153.53,58.99,137.61,212.87,162.89,81.7557251908397,183.63,100.27,127.14,136.5,292.46,186.73,59.44,203.04,53.49,116.31,142.7,49.2
25,131.82,229.33,80.0075,336.75,133.37,47.97,108.94,238.0,237.3,175.28,146.66347992351817,66.02,151.89,59.19,137.17,211.61,160.08,81.18320610687023,183.89,99.44,126.08,136.01,289.22,185.72,59.94,202.74,53.24,116.45,141.02,48.03
26,132.24,227.42,80.3875,344.67,134.32,48.87,109.79,237.36,240.61,176.95,147.63862332695984,66.39,151.86,59.75,137.74,213.21,160.15,81.73664122137404,188.7,100.02,126.17,136.22,287.03,189.12,60.24,205.99,53.42,115.25,142.59,48.19
27,132.63,228.96,79.9025,344.42,136.19,49.13,111.21,236.46,241.64,179.15,146.7304015296367,67.41,151.99,59.59,138.0,215.73,162.45,81.34541984732824,184.44,100.02,124.16,137.38,290.79,189.11,58.69,203.94,52.99,115.4,141.01,48.79
28,133.24,227.0,81.8,347.45,139.59,49.93,112.04,238.65,241.59,181.18,148.47992351816444,67.46,151.09,59.41,138.0,217.46,163.8,79.43702290076335,184.71,103.0,123.45,135.71,303.48,189.46,58.23,207.44,54.47,115.85,141.85,49.38
29,134.46,223.04,81.2175,342.82,139.72,47.32,111.66,238.35,242.36,180.12,147.52390057361376,67.44,150.09,59.61,137.88,217.42,159.76,78.21564885496183,183.71,103.37,124.96,136.88,302.2,188.64,58.65,207.4,53.57,117.44,140.9,48.3
30,135.87,223.48,81.2375,340.49,137.99,46.97,110.08,237.08,245.03,180.81,144.07265774378584,67.27,150.13,59.95,137.46,217.09,161.01,78.8645038167939,185.35,103.54,126.14,137.76,298.78,189.95,58.51,210.29,52.85,117.89,139.54,48.63
31,135.6,221.69,79.75,338.88,136.58,46.59,110.24,233.21,243.94,179.42,144.45506692160612,66.14,149.14,59.53,135.64,216.15,158.88,78.68320610687022,187.23,102.0,124.87,135.88,302.14,191.09,57.91,211.2,51.86,119.63,139.14,47.74
32,136.93,222.96,80.905,338.3,136.86,46.29,110.74,237.33,243.64,180.86,144.22562141491397,67.11,148.94,59.77,137.49,215.63,159.34,78.2442748091603,187.28,102.46,125.44,134.51,305.31,192.87,58.22,213.31,52.07,117.68,141.3,47.56
33,136.58,222.14,80.075,336.28,136.93,46.85,109.81,232.73,247.02,180.7,144.5697896749522,65.45,148.37,59.72,137.49,215.08,158.56,78.71183206106869,184.42,102.53,126.58,133.98,302.13,193.36,58.09,211.45,51.87,117.69,140.37,48.76
34,134.9,222.79,78.2625,330.38,137.21,46.3,109.01,230.62,245.34,179.88,143.25047801147227,64.34,149.93,60.13,135.81,215.87,156.93,78.56870229007633,178.59,100.25,126.7,135.16,301.43,189.5,58.2,208.81,51.45,118.58,138.97,48.3
35,128.19,217.88,74.545,317.9,132.17,44.0,104.71,224.54,239.7,175.27,139.9904397705545,61.76,145.91,58.65,132.16,213.52,152.55,77.60496183206106,170.89,95.91,123.3,134.12,277.79,185.94,57.99,198.79,49.03,116.32,133.01,46.24
36,120.9,210.38,72.02,304.14,129.0,42.74,100.71,217.61,237.38,167.8,135.47801147227534,59.73,144.65,57.82,126.26,212.1,146.85,76.59351145038167,168.07,92.9,121.43,130.79,263.39,181.27,57.12,188.4,47.51,114.39,128.19,43.95
37,118.5,214.54,73.1625,305.59,128.25,42.16,98.04,215.78,235.28,167.18,133.60420650095602,59.65,143.68,57.6,126.64,210.1,148.96,76.27862595419847,170.17,92.0,120.16,128.56,263.0,178.87,57.14,187.21,47.67,113.78,123.36,43.05
38,112.81,203.5,68.38,287.76,123.27,40.04,94.13,205.69,224.73,159.55,127.25621414913958,55.83,139.12,54.93,121.37,201.0,150.16,74.50381679389312,158.18,88.55,113.5,124.08,253.92,172.15,55.06,180.01,46.24,110.4,118.04,39.55
39,109.93,199.73,68.34,275.11,124.24,39.93,93.34,200.77,217.84,162.17,124.4263862332696,55.52,134.48,53.49,116.11,194.17,149.24,73.05343511450381,162.01,89.38,113.23,119.81,254.96,170.4,54.16,181.76,45.76,107.68,117.65,40.41
40,113.87,212.2,74.7025,289.27,127.6,41.17,96.59,209.47,229.94,164.24,128.39388145315488,58.18,140.02,55.92,121.52,202.55,153.02,77.64312977099237,172.79,92.68,119.56,127.68,273.11,176.76,57.32,192.33,48.11,115.88,119.98,41.42
41,108.01,204.42,72.33,280.62,124.38,40.04,94.39,203.43,227.94,161.89,123.23135755258126,55.97,135.59,56.06,116.96,199.51,145.24,75.50572519083968,164.51,90.93,118.17,125.31,261.4,169.37,55.7,185.73,46.12,112.91,116.45,40.56
42,115.7,215.11,75.685,283.12,127.4,41.39,98.53,208.74,241.08,171.19,128.3173996175908,58.68,143.48,58.92,119.85,207.02,153.98,79.16984732824427,170.55,93.79,124.5,131.53,289.42,175.69,58.12,194.29,48.69,116.77,119.18,41.91
43,110.94,212.12,73.23,260.37,121.97,39.57,97.19,198.79,234.81,164.92,123.85277246653921,56.96,142.01,56.74,113.97,198.32,151.41,77.84351145038167,166.27,90.58,121.63,128.02,282.96,169.6,57.16,186.96,48.78,115.92,113.98,40.1
44,108.24,210.65,72.2575,262.33,121.41,39.68,95.32,192.85,228.51,164.03,122.11281070745697,55.77,142.03,55.26,108.08,198.86,153.65,78.43511450381679,161.57,88.36,121.66,124.84,283.87,164.08,56.87,184.36,50.51,117.23,115.27,38.97
45,98.29,198.37,66.5425,227.17,104.07,37.96,80.67,172.81,210.46,152.86,112.62906309751433,50.85,136.44,51.86,93.44,186.86,144.06,75.34351145038167,150.62,84.11,116.06,116.2,273.44,151.21,55.83,171.13,48.44,117.16,104.35,30.53
46,103.3,206.8,71.335,231.01,106.49,40.08,84.98,184.35,225.7,161.69,119.28298279158699,53.98,141.64,53.66,100.7,199.86,153.3,78.26335877862594,160.92,88.3,120.55,119.57,280.0,161.34,56.52,182.6,49.16,119.79,111.46,31.4
47,95.38,198.65,68.8575,189.08,100.69,37.05,83.03,171.89,212.89,153.39,112.78202676864244,51.66,131.8,52.21,95.96,188.25,147.24,75.62022900763358,153.63,84.0,111.59,112.6,277.78,154.57,54.83,172.95,46.07,114.43,105.51,27.99
48,83.53,182.24,62.0575,154.84,92.26,33.2,76.26,150.68,190.59,134.85,98.2887189292543,45.54,125.41,47.16,88.05,170.13,133.58,71.04007633587786,139.06,74.2,101.84,102.18,250.41,140.59,51.2,160.08,41.02,104.05,91.81,23.67
49,99.6,202.1,69.4925,170.2,99.64,37.64,83.42,177.17,205.67,149.41,103.20267686424474,54.43,134.29,48.47,103.91,177.13,141.68,73.23473282442748,158.83,75.58,114.07,107.45,272.04,147.78,54.17,175.83,46.19,114.1,102.52,25.69
50,85.87,188.68,60.5525,129.61,93.41,33.71,69.7,154.66,164.96,135.27,94.7227533460803,44.61,127.13,45.26,88.36,149.01,130.91,66.7175572519084,135.42,66.79,108.5,85.1,225.04,124.3,50.99,152.01,45.08,106.76,95.01,22.0
51,86.58,207.8,63.215,124.14,100.2,35.5,70.69,158.67,173.64,131.8,101.95984703632887,50.08,136.59,47.18,93.76,147.62,134.44,71.06870229007633,146.57,69.84,118.24,96.41,244.22,135.42,54.31,157.89,49.6,119.26,93.53,26.6
52,73.75,204.88,61.6675,101.89,100.12,37.12,55.05,140.02,155.63,119.61,98.99617590822179,47.61,134.96,44.85,83.89,137.3,137.02,68.34923664122137,140.4,68.04,117.45,81.69,217.06,132.24,54.32,148.48,52.81,122.58,88.8,26.44
53,77.07,198.76,61.195,97.71,103.01,37.71,57.39,149.49,161.13,118.96,95.92734225621415,45.94,127.05,41.83,85.3,149.5,137.51,67.49045801526718,142.71,70.34,110.83,86.07,219.8,139.46,53.62,152.25,48.55,119.45,94.93,28.12
54,74.12,188.25,57.31,95.01,95.5,35.6,59.39,138.41,152.15,112.5,91.19502868068834,45.83,119.89,38.3,83.5,148.49,124.89,68.09160305343511,137.35,67.45,102.43,89.51,206.59,139.35,51.8,146.83,46.42,113.97,85.98,27.44
55,68.96,185.93,56.0925,105.62,91.85,34.6,54.22,134.97,162.39,103.86,90.60229445506691,49.58,111.14,37.56,79.03,137.1,117.87,63.3587786259542,135.98,62.8,97.7,88.36,194.86,140.52,50.31,135.74,43.61,114.28,85.76,26.58
56,84.05,202.34,61.72,127.68,101.34,38.6,66.55,153.6,184.72,119.51,100.8413001912046,52.4,119.18,39.45,88.43,161.95,132.72,65.88740458015266,148.34,72.33,103.27,93.74,219.8,153.64,49.99,154.53,45.25,115.03,98.12,28.47
57,90.17,193.14,61.38,158.73,104.67,37.67,69.27,155.13,181.76,129.65,101.19502868068832,51.26,119.4,41.61,91.73,162.98,131.54,65.09541984732824,146.92,79.01,100.92,92.18,234.49,147.06,49.94,161.78,41.44,109.4,100.73,30.38
58,93.29,198.49,64.61,180.55,110.5,40.58,76.38,165.79,195.21,137.4,107.92543021032505,55.54,126.57,44.29,98.12,167.35,136.18,70.16221374045801,156.11,84.3,107.38,98.67,255.39,154.73,53.54,168.88,45.67,109.82,105.36,29.68
59,88.73,198.27,61.935,162.0,105.44,38.82,68.78,158.34,190.55,131.27,103.27915869980879,52.37,123.16,42.81,91.13,164.01,133.24,68.44465648854963,149.7,83.23,110.17,99.95,242.45,146.0,52.77,161.56,44.0,109.58,96.4,28.56
60,90.27,208.48,63.7025,152.28,111.71,40.32,71.95,159.62,196.1,131.75,107.96367112810708,55.49,133.01,45.0,93.5,168.13,137.74,73.42557251908397,160.23,85.38,115.0,102.59,251.28,149.85,54.77,165.57,45.16,115.19,99.8,28.65
61,85.61,202.73,63.5725,149.14,116.04,39.31,72.46,154.59,186.71,133.79,106.05162523900574,54.12,131.13,44.25,90.03,165.35,136.51,73.41603053435114,157.71,82.74,110.0,99.35,249.38,143.98,53.73,161.12,45.75,113.62,96.6,29.24
62,77.84,197.81,60.2275,130.7,111.35,38.33,68.56,145.29,178.63,129.71,100.51625239005736,51.88,128.81,42.12,84.36,158.17,133.14,70.41984732824427,152.11,79.23,109.33,95.2,237.32,134.06,52.92,153.11,43.03,114.14,94.92,27.04
63,76.66,208.88,61.2325,123.27,116.74,39.8,76.12,149.93,181.31,132.81,105.1625239005736,54.35,133.15,43.95,87.51,161.5,137.91,73.34923664122138,155.26,80.14,114.4,97.19,240.44,134.32,55.25,157.39,40.32,118.65,96.97,28.03
64,73.6,205.41,60.3525,124.52,114.67,39.06,75.11,146.93,178.7,127.45,101.66347992351817,54.13,134.17,43.83,84.05,160.33,133.79,72.75763358778626,153.83,78.86,115.08,93.89,229.49,134.31,54.7,151.85,40.72,119.48,93.88,27.97
65,83.87,211.58,65.6175,148.77,120.43,41.43,80.39,158.23,191.33,134.0,109.77055449330783,58.43,139.76,46.67,89.46,177.04,140.7,76.63167938931298,165.27,84.63,117.81,98.98,248.34,147.55,56.7,169.44,42.63,126.07,99.58,30.54
66,87.58,208.78,64.8575,141.58,121.92,40.64,80.92,166.02,192.29,135.24,109.88527724665391,58.4,137.48,46.51,90.64,175.59,144.6,74.9618320610687,163.49,84.16,112.77,100.78,248.04,145.07,56.98,168.59,42.81,121.99,101.24,32.33
67,92.08,219.19,66.5175,146.87,127.4,41.74,85.98,176.96,194.82,139.25,114.04397705544933,58.98,143.26,47.82,94.3,177.49,148.99,77.88167938931298,165.13,85.3,115.1,104.94,267.83,151.12,57.8,174.94,43.09,121.84,101.07,34.79
68,94.82,218.21,66.9975,151.84,125.03,41.2,84.31,184.26,201.53,143.43,116.1567877629063,57.14,141.23,49.0,102.76,183.7,147.78,78.71183206106869,165.14,86.79,114.66,109.74,264.13,154.55,57.44,173.69,43.98,121.8,104.5,36.56
69,90.33,218.27,68.3125,147.33,114.14,41.22,84.91,179.18,198.79,137.94,115.82217973231357,58.7,139.77,46.93,98.19,180.12,146.4,76.85114503816794,165.51,84.46,115.95,106.42,263.51,152.5,56.67,168.99,44.11,125.3,103.5,35.23
70,88.39,226.8,71.7625,141.0,116.48,42.78,84.61,178.23,207.17,140.59,118.46080305927342,60.66,146.03,48.92,95.5,183.99,150.14,79.04580152671755,173.7,87.47,120.96,108.02,270.5,157.71,58.14,174.62,46.38,129.0,106.03,35.37
71,83.79,221.8,71.1075,145.98,111.53,41.52,82.49,178.52,198.48,134.84,113.47036328871893,58.87,147.66,47.61,90.79,177.84,145.16,78.31106870229007,171.88,85.04,121.22,102.17,281.68,155.63,56.93,165.96,43.44,128.76,103.37,32.23
72,81.35,230.9,71.6725,134.24,113.22,41.5,79.99,177.04,199.85,132.33,110.64053537284894,60.79,149.67,47.1,87.33,179.5,144.9,79.19847328244275,177.04,86.3,121.5,99.81,298.43,157.06,57.66,162.42,43.23,132.33,102.02,31.63
73,87.39,234.97,70.7,154.0,116.3,42.48,87.17,183.49,209.42,138.32,114.83747609942638,60.36,152.02,48.06,95.18,186.1,146.46,79.63740458015266,178.6,89.91,124.69,105.07,290.56,162.62,58.46,169.54,44.5,132.12,106.63,33.42
74,84.01,236.6,69.2325,143.61,114.6,42.54,83.57,180.4,206.05,135.7,115.11472275334607,59.18,151.67,46.53,91.71,181.65,143.67,79.29389312977098,175.06,87.9,120.6,101.78,282.14,162.76,58.13,164.22,42.85,129.85,102.26,31.53
75,81.52,230.75,67.0925,136.33,109.85,40.55,81.64,173.81,200.61,132.0,111.62523900573613,56.36,149.68,45.38,89.05,177.58,141.63,74.9618320610687,167.82,85.2,119.68,101.78,274.19,150.56,56.82,160.53,42.55,129.21,100.54,30.88
76,82.54,229.29,69.025,134.97,110.64,41.76,84.44,175.98,204.17,133.03,114.06309751434034,60.1,152.99,45.68,89.34,186.48,143.61,76.31679389312977,173.52,88.77,119.4,101.79,277.02,154.14,57.99,166.59,43.31,131.59,100.99,31.84
77,82.46,232.49,68.7575,137.74,112.91,41.62,86.8,175.05,202.32,134.68,116.0133843212237,59.04,155.51,45.07,89.39,182.04,144.33,77.17557251908396,171.42,87.35,119.4,100.45,285.33,151.72,57.59,166.38,43.5,128.53,101.0,32.56
78,83.17,236.28,70.7425,128.98,114.04,42.52,87.01,177.0,212.18,135.52,119.23518164435946,59.26,154.86,45.43,90.71,184.02,147.0,77.70038167938931,174.55,88.37,118.78,100.82,291.29,153.98,57.93,167.32,43.74,129.44,101.19,33.12
79,85.06,242.43,70.7925,128.68,115.2,43.06,89.71,183.54,217.76,139.88,120.38240917782026,59.47,154.29,46.78,94.62,185.89,153.65,80.13358778625954,174.05,89.37,117.45,102.89,293.98,157.63,57.81,171.76,44.43,128.3,106.06,34.44
80,88.19,237.67,69.645,131.3,115.46,42.49,89.91,187.01,217.63,142.76,120.717017208413,58.75,151.39,46.74,95.29,185.93,157.61,77.4618320610687,169.81,88.8,116.89,104.29,288.36,154.46,57.83,171.25,44.65,128.0,106.21,35.87
81,96.12,235.69,71.9325,139.0,120.06,43.34,94.62,190.03,221.81,146.16,123.03059273422562,61.8,150.24,47.12,97.86,187.82,156.26,77.07061068702289,177.43,88.07,117.08,106.0,287.65,160.43,58.12,181.79,45.36,123.6,112.25,37.47
82,91.25,239.22,73.45,141.02,116.38,42.38,92.0,183.42,219.83,141.9,120.03824091778202,59.98,150.04,45.89,95.76,187.56,151.92,75.70610687022901,179.21,87.18,117.87,101.21,292.47,161.95,57.45,178.72,43.29,121.55,108.15,36.69
83,88.32,230.98,72.2675,133.37,110.88,40.92,89.44,177.1,218.57,137.25,116.51051625239006,57.47,148.29,45.6,93.25,182.66,148.6,74.11259541984732,174.57,85.54,116.82,96.05,284.51,156.37,56.83,175.57,41.66,122.92,105.5,33.93
84,86.38,230.91,73.29,131.46,107.72,41.35,91.44,176.03,221.84,135.2,116.32887189292543,57.99,148.27,45.14,92.14,181.87,148.4,73.33969465648855,178.84,85.75,115.77,96.91,287.54,161.47,56.24,176.15,42.45,123.7,103.18,33.06
85,86.74,236.36,74.39,125.4,108.91,41.46,92.89,178.3,225.61,134.87,117.18929254302103,58.75,149.5,45.4,92.0,179.24,147.43,74.43702290076337,180.76,87.2,116.01,96.85,293.04,163.25,56.51,178.44,42.02,124.73,101.06,33.37
86,84.0,236.59,75.1575,121.86,107.67,41.15,90.05,176.92,223.92,133.04,117.75334608030593,59.18,148.08,44.75,90.27,176.97,146.2,73.58778625954199,182.54,88.44,113.1,93.29,288.77,163.67,55.64,178.78,41.2,123.3,100.88,31.96
87,86.73,233.33,75.935,128.65,107.29,41.37,92.64,182.32,229.45,132.79,115.89866156787762,59.17,147.59,44.6,91.21,181.12,145.74,72.13740458015266,183.6,88.56,112.17,95.8,285.0,169.9,55.58,182.72,40.66,121.89,105.57,32.85
88,89.5,234.82,77.5325,133.44,112.11,42.99,95.47,185.39,234.43,136.91,117.5812619502868,59.67,148.7,46.11,92.7,181.23,148.51,72.90076335877863,184.68,90.46,115.95,97.34,287.0,175.9,57.0,185.09,41.67,122.94,109.16,34.33
89,85.33,242.74,78.7525,128.91,108.61,43.32,93.37,183.16,236.56,134.28,117.19885277246654,60.13,149.11,45.54,89.97,180.88,145.73,74.34160305343511,186.74,90.93,115.31,95.51,288.69,182.67,56.4,183.56,41.71,123.67,107.77,33.9
90,83.14,237.21,77.8525,125.22,105.0,43.22,91.1,177.21,232.9,127.59,114.97131931166348,58.39,147.14,44.82,87.03,176.54,141.52,73.65458015267176,182.51,88.26,114.55,93.96,287.7,177.54,55.46,179.47,40.53,123.78,104.56,33.79
91,78.03,236.83,76.9125,121.5,104.48,41.95,88.7,171.8,230.1,122.97,110.64053537284894,57.74,147.13,43.94,84.03,172.82,136.12,74.32251908396947,179.75,86.02,113.92,89.86,278.0,169.64,54.85,177.09,38.35,123.71,102.92,32.35
92,83.81,237.98,77.385,122.52,106.19,43.85,90.05,174.45,234.48,127.05,111.80688336520076,59.08,147.64,43.7,87.52,175.41,135.99,76.38358778625954,180.53,86.55,113.81,90.22,290.61,167.0,54.91,180.9,38.85,123.42,105.91,33.51
93,82.22,240.2,76.9275,120.0,107.92,44.27,89.16,171.87,239.33,125.41,111.83556405353728,58.28,150.44,43.26,85.9,173.81,138.69,76.12595419847328,183.16,86.99,114.61,90.31,290.96,171.33,54.71,183.49,38.4,125.94,109.05,33.56
94,88.41,233.19,78.74,135.44,115.02,45.06,92.55,181.88,245.35,136.04,116.21414913957935,59.92,150.52,44.97,90.45,179.83,149.27,76.06870229007633,184.91,91.04,116.21,95.3,293.36,172.5,55.72,191.38,40.86,127.66,116.85,36.74
95,87.26,227.43,78.285,130.44,112.08,44.61,89.62,177.83,238.1,131.95,115.0,60.29,149.02,44.54,88.67,179.57,148.38,73.99809160305342,183.63,91.51,112.44,93.27,289.05,176.04,54.38,189.36,39.77,124.95,114.37,35.64
96,90.73,227.87,79.8075,133.32,115.69,45.44,93.0,181.44,238.19,136.03,116.04206500956022,63.1,147.68,45.89,91.33,184.1,149.68,73.36832061068702,185.66,92.95,113.28,95.54,287.99,176.93,54.26,193.86,40.14,125.45,119.92,36.18
97,89.83,224.78,79.2125,139.0,114.06,44.64,92.04,180.1,240.88,137.69,113.88145315487571,61.98,146.71,45.17,90.17,185.08,145.81,73.04389312977099,183.43,94.26,111.62,99.17,286.91,175.26,53.97,190.62,39.75,124.99,117.83,35.82
98,89.33,226.43,79.7225,137.53,112.47,44.9,90.28,179.93,241.88,139.18,113.18355640535373,62.26,144.37,45.03,89.47,184.41,146.44,72.87213740458016,183.51,93.75,112.6,100.1,289.94,177.85,54.1,190.86,39.6,124.33,118.02,36.12
99,94.32,222.4,79.1825,144.73,117.41,44.84,93.3,196.06,242.48,144.94,116.40535372848949,62.34,144.56,46.09,95.82,184.84,152.08,73.72137404580153,181.57,96.62,112.03,103.36,294.89,176.52,54.3,193.22,42.16,123.86,120.95,38.79
100,101.23,224.81,79.5275,149.52,122.42,45.96,93.9,209.66,247.36,148.59,120.01912045889101,63.56,144.89,46.73,101.37,187.72,158.15,73.99809160305342,181.81,99.87,113.89,106.82,303.77,176.6,55.14,192.82,42.97,122.48,121.53,39.82
101,98.06,224.13,79.5625,149.82,120.74,45.6,90.87,201.22,245.14,147.56,119.05353728489483,61.7,146.97,47.09,99.86,188.73,156.82,75.41984732824427,181.4,98.46,116.06,107.59,303.97,181.1,55.72,194.26,41.83,123.69,116.75,38.71
102,95.07,229.7,79.485,145.85,120.13,47.82,91.7,196.49,248.48,145.85,119.40726577437859,62.93,148.75,46.68,97.31,186.32,156.44,77.02290076335878,183.25,98.58,115.92,106.98,304.85,174.79,57.38,195.24,42.94,124.06,117.3,38.6
103,96.75,226.91,80.4625,151.39,120.5,46.3,92.79,199.93,247.29,146.18,119.39770554493307,61.86,147.19,46.99,98.6,187.41,155.58,75.91603053435115,182.83,99.54,117.25,109.15,305.93,176.36,55.78,194.35,43.3,123.96,118.77,38.61
104,99.07,223.72,80.835,153.31,123.32,46.89,94.69,204.14,252.71,148.35,120.45889101338432,62.12,148.25,46.9,98.93,187.59,157.64,77.13740458015268,184.91,100.74,118.06,111.0,306.31,174.23,56.4,196.36,43.55,123.94,118.75,40.6
105,105.4,221.0,81.28,173.16,127.09,46.94,97.18,210.57,251.0,153.35,123.37476099426387,61.93,148.65,47.9,104.27,193.29,161.21,78.30152671755725,185.36,104.11,118.53,114.47,305.35,174.99,56.83,196.87,43.61,123.47,122.18,41.63
